,response,distributions,probable_topic,topic_probability
686,"['daughter', 'teacher', 'wearing', 'teaching', 'online', 'freak', 'bedroom', 'piss', 'right']","[(0, 0.06981381), (1, 0.024821607), (2, 0.5854323), (3, 0.3199323)]",,
687,"['want', 'college', 'friend', 'since', 'handle', 'online', 'friendship', 'anymore', 'confuse']","[(0, 0.086441204), (1, 0.030729303), (2, 0.24881808), (3, 0.6340114)]",,
688,"['university', 'instantly', 'start', 'making', 'music', 'video', 'stuff', 'online', 'alright']","[(0, 0.08642829), (1, 0.030729165), (2, 0.24878432), (3, 0.6340582)]",,
689,"['imagine', 'middle', 'eastern', 'person', 'whose', 'family', 'member', 'kill', 'military', 'seeing', 'person', 'online', 'defend', 'working', 'military', 'college']","[(0, 0.08659659), (1, 0.030729542), (2, 0.48605996), (3, 0.39661393)]",,
690,"['think', 'rhetoric', 'teacher', 'anyone', 'sense', 'happening', 'person', 'online', 'tough', 'teacher']","[(0, 0.069812775), (1, 0.024821594), (2, 0.58544755), (3, 0.31991813)]",,
691,"['online', 'person', 'exam', 'prefer', 'possible', 'cheating', 'someone', 'school', 'internet', 'devices', 'online', 'class', 'school', 'waste', 'current', 'covid', 'situation']","[(0, 0.28775787), (1, 0.015742479), (2, 0.37141252), (3, 0.3250871)]",,
692,"['floyd', 'cisco', 'minha', 'lágrima', 'missa', 'online', 'linda', 'missa', '400milvidasperdidas', '400milmortes', 'maisumavitimadacovid19']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.5197621)]",,
693,"['covid', 'restriction', 'hospital', 'office', 'speak', 'people', 'everything', 'point', 'online', 'phone', 'response', 'times', 'abysmal', 'never', 'useful']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.39605492)]",,
694,"['scammer', 'selling', 'covid-19', 'vaccination', 'cards', 'online', '4/20/21', 'criminal', 'looking', 'immunization', 'covid-19', 'selling', 'forgery', ""gov't"", 'issue', 'vaccination', 'record', 'cards', 'people', 'inoculate']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.5197621)]",,
695,"['online', 'professor', 'opening', 'saturday', 'closing', 'sunday', 'test', 'weekend']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.5197621)]",,
696,"['consider', 'pretty', 'resilient', 'person', 'sometimes', 'someone', 'school', 'call', 'another', 'black', 'teacher', 'nothing', 'teach', 'school', 'anymore', 'stranger', 'playstation', 'online', 'call', 'nigger', 'wear']","[(0, 0.058555897), (1, 0.020819185), (2, 0.6522903), (3, 0.26833463)]",,
697,"['a&amp;t', 'professor', 'unprofessional', 'actually', 'teach', 'especially', 'whole', 'online', 'semester', 'accidentally', 'upload', 'blank', 'homework', 'assignment', 'instead', 'telling', 'upload', 'wrong', 'give']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.5197621)]",,
698,"['nstworld', 'vietnam', 'detect', 'case', 'covid19', 'variant', 'believe', 'behind', 'devastate', 'surge', 'virus', 'india', 'state', 'medium', 'coronavirus', 'b1617']","[(0, 0.1134295), (1, 0.04032712), (2, 0.63879496), (3, 0.20744844)]",,
699,"['steak', 'college', 'sweatshop', 'voting', 'stupid', 'means', 'showing', 'christian', 'hatefulness', 'online', 'useful', 'identify', 'evanescent', 'culture', 'mute']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
700,"['student', 'assignment', 'create', 'wellness', 'goal', 'semester', 'check', 'wellness', 'partner', 'covid', 'online', 'class', 'response']","[(0, 0.2620681), (1, 0.0248216), (2, 0.3607187), (3, 0.35239163)]",,
701,"['highschool', 'sleep', 'college', 'online', 'learning', 'sleep']","[(0, 0.086429656), (1, 0.030755572), (2, 0.48673624), (3, 0.39607856)]",,
702,"['online', 'class', 'exam', 'awake', 'fasting', 'attend', 'class', 'study', 'exam', 'administration', 'instead', 'check', 'internet', 'connection', 'professor', 'class']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
703,"['experience', 'memory', 'teacher', 'getting', 'offend', 'acting', 'idiot', 'bring', 'concern', 'enter', 'grade', 'wrong', 'online', 'drop', 'three', 'letters', 'enter', 'instead']","[(0, 0.08642826), (1, 0.030729162), (2, 0.4867831), (3, 0.3960595)]",,
704,"['teacher', 'elementary', 'online', 'scary', 'everyone']","[(0, 0.06981367), (1, 0.024821604), (2, 0.39320782), (3, 0.5121569)]",,
705,"['imagine', 'online', 'gaming', 'thing', 'covid-19', 'would', 'absolutely', 'obliterate', 'fighting', 'game']","[(0, 0.08643185), (1, 0.030729204), (2, 0.2487963), (3, 0.6340427)]",,
706,"['teacher', 'parent', 'leave', 'hallway', 'minutes', 'online']","[(0, 0.06981331), (1, 0.21706279), (2, 0.39320186), (3, 0.3199221)]",,
707,"['interest', 'teacher', 'online', 'school']","[(0, 0.06981296), (1, 0.024821596), (2, 0.5854449), (3, 0.31992057)]",,
708,"['reason', 'enjoy', 'online', 'school', 'classmate', 'messy', 'teacher', 'camera']","[(0, 0.06981296), (1, 0.024821596), (2, 0.58544487), (3, 0.31992057)]",,
709,"['dweeb', 'elitist', 'teacher', 'bookworm', 'arthur', 'learn', 'synonym', 'figure', 'insult', 'bully', 'hairline', 'clever', 'online', 'decent', 'still']","[(0, 0.08642826), (1, 0.030729162), (2, 0.4867831), (3, 0.39605954)]",,
710,"['please', 'university', 'sargodha', 'online', 'exam', 'affiliate', 'colleges.our', 'semester', 'month', 'duration.uos', 'conduct', 'online', 'exam', 'campus', 'student', 'sleeping', 'case.future', 'thousand', 'student', 'danger']","[(0, 0.050425224), (1, 0.017928304), (2, 0.34499964), (3, 0.5866468)]",,
711,"['friend', 'complain', 'school', 'online', 'planning', 'fucking', 'picnic', 'covid', 'serious']","[(0, 0.2620669), (1, 0.0248216), (2, 0.39319158), (3, 0.31991994)]",,
712,"['headline', 'expect', 'right', 'white', 'wearing', 'right', 'think', 'student', 'president', 'virginia', 'commonwealth', 'university', 'history', 'violent', 'extremist', 'racist', 'online', 'post']","[(0, 0.06981323), (1, 0.0248216), (2, 0.33832684), (3, 0.5670383)]",,
713,"['maior', 'genocida', 'aliado', 'vírus', 'mundo', 'querendo', 'criticar', 'realmente', 'campanha', 'apoio', 'população', 'combate', 'covid-19', 'bolsonarogenocidasim']","[(0, 0.16493906), (1, 0.05864369), (2, 0.47477847), (3, 0.3016388)]",,
714,"['express', 'covid', 'infection', 'rates', 'briton', 'living', 'area', 'reporting', 'case']","[(0, 0.4257586), (1, 0.040327046), (2, 0.32648796), (3, 0.20742641)]",,
715,"['online', 'college', 'hopkins', 'anxious']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.51976216)]",,
716,"['kenny', 'school', 'restriction', 'place', 'include', 'patio', 'online', 'kenney', 'shandro', 'lagrange', 'covidab', 'abpoli', 'vaccinateteachers']","[(0, 0.08642863), (1, 0.030729165), (2, 0.48677775), (3, 0.3960645)]",,
717,"['whole', 'touch', 'grass', 'start', 'covid', 'people', 'online', 'person']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.39605492)]",,
718,"['online', 'start', 'tomorrow', 'fucking', 'stress', 'maybe', 'fucking', 'teacher', 'respond', 'grade', 'actually', 'getting', 'mark']","[(0, 0.08642826), (1, 0.030729162), (2, 0.4867831), (3, 0.3960595)]",,
719,"['unless', 'teacher', 'possible', 'teach', 'grade', 'online', 'absolutely', 'appear', 'person', 'people', 'outside', 'household', 'numbers', 'amongst', 'youth', 'skyrocket', 'criminal']","[(0, 0.069815785), (1, 0.024821633), (2, 0.39322627), (3, 0.51213634)]",,
720,"['think', 'means', 'think', 'refer', 'separate', 'online', 'school', 'teacher', 'class', 'everyone', 'suffer']","[(0, 0.058556598), (1, 0.020819195), (2, 0.49105194), (3, 0.42957225)]",,
721,"['least', 'first', 'grade', 'chance', 'classmate', 'personally', 'really', 'first', 'online', 'class', 'taena', 'cause', ""gov't"", 'college', 'online', 'class', 'right']","[(0, 0.08642814), (1, 0.030729162), (2, 0.24878353), (3, 0.6340592)]",,
722,"['edición', 'online', 'diario', 'local,.por', 'ejemplo', 'ante', 'noticia', 'nueva', 'camiseta', 'fútbol', 'después', 'sobre', 'covid', 'igual', 'seguimos', 'clases', 'porque', 'engendro', 'llamado', 'mismo', 'luján', 'matanza']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.39605492)]",,
723,"['apresentação', 'trabalho', 'online', 'fiquei', 'feliz', 'câmera', 'desligada', 'professora', 'lança', 'quero', 'toda', 'câmeras', 'ligadas']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
724,"['online', 'class', 'probably', 'worst', 'things', 'happen', 'generation', 'college', 'student']","[(0, 0.08642874), (1, 0.030729169), (2, 0.44666845), (3, 0.43617365)]",,
725,"['try', 'reassure', 'albertans', 'spread', 'happening', 'school', 'shift', 'online', 'learning', 'helpful', 'close', 'school', 'restaurant', 'refuse', 'prioritize', 'teacher', 'inconsistent', 'reckless', 'dangerous', 'ableg']","[(0, 0.05042525), (1, 0.01793361), (2, 0.70056385), (3, 0.23107725)]",,
726,"['actual', 'measure', 'school', 'online', 'spots', 'already', '.....', 'asking', 'restaurant', 'check', 'people', 'household', 'keeping', 'enclose', 'patio', 'miss', 'something', 'covid19ab']","[(0, 0.06982334), (1, 0.024821702), (2, 0.58529353), (3, 0.32006142)]",,
727,"['really', 'comfortable', 'professor', 'getting', 'online', 'learning', 'first', 'hesitant', 'opposite']","[(0, 0.08642966), (1, 0.030757563), (2, 0.48673418), (3, 0.39607856)]",,
728,"['kindly', 'understand', 'current', 'situation', 'covid-19', 'review', 'alternative', 'exam', 'online', 'exam', 'situation', 'worst', 'already', 'waste', 'semester', 'buitemsstudentswantonlineexams']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
729,"['online', 'fight', 'tiktok', 'brain', 'fully', 'rotten', 'covid', 'times']","[(0, 0.2621316), (1, 0.21692066), (2, 0.20097041), (3, 0.31997737)]",,
730,"['teacher', 'teaching', 'person', 'online', 'student', 'getting', 'overwhelm', 'beat', 'standardize', 'testing', 'ask', 'compensation', 'demoralize', 'teacher', 'exhaust', 'energy']","[(0, 0.050425347), (1, 0.017928302), (2, 0.6929317), (3, 0.23871464)]",,
731,"['private', 'school', 'force', 'catholic', 'boards', 'teaching', 'online', 'teacher', 'private', 'school', 'disposable', 'kenney', 'nothing', 'make', 'sense', 'kenney', 'failing', 'alberta']","[(0, 0.050425388), (1, 0.017928304), (2, 0.70056707), (3, 0.2310792)]",,
732,"['stupid', 'online', 'thing', 'student', 'would', 'study', 'phone', 'internet', 'covid.@shafqat_mahmood', 'hall', 'everyone', 'already', 'worthless', 'be!#cancelapboardexams2021']","[(0, 0.069813915), (1, 0.024821607), (2, 0.33831948), (3, 0.56704503)]",,
733,"['volta', 'vacinação', 'testis', 'regulares', 'alunos', 'professores', 'enquanto', 'voltar', 'aulas', 'crime']","[(0, 0.16493906), (1, 0.05864369), (2, 0.47477847), (3, 0.3016388)]",,
734,"['restriction', 'change', 'calgary', 'since', 'junior', 'senior', 'school', 'already', 'online', 'fitness', 'centre', 'closing', 'already', 'restrict', 'training', 'indoor', 'sport', 'covid19ab']","[(0, 0.08642863), (1, 0.030729165), (2, 0.48677775), (3, 0.39606446)]",,
735,"['glace', 'woman', 'online', 'bullying', 'shame', 'people', 'direct', 'contract', 'covid-19']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
736,"['since', 'covid19', 'pandemic', 'strike', 'enterprise', 'adopt', 'dozens', 'online', 'digital', 'tool', 'desperate', 'scramble', 'maintain', 'portion', 'business', 'operations']","[(0, 0.32435718), (1, 0.030730726), (2, 0.24879678), (3, 0.3961153)]",,
737,"['family', 'member', 'belief', 'crazy', 'stuff', 'online', 'talking', 'want', 'magical', 'pendant', 'block', 'thinking', 'dewormer', 'cure', 'covid']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.3960549)]",,
738,"['alone', 'degrade', 'quality', 'perception', 'university', 'graduate', 'university', 'decide', 'action', 'certificate', 'already', 'questionable', 'value']","[(0, 0.08642844), (1, 0.030729169), (2, 0.24878514), (3, 0.6340572)]",,
739,"['become', 'teacher', 'helping', 'sister', 'online', 'school']","[(0, 0.06981296), (1, 0.024821596), (2, 0.58544487), (3, 0.31992057)]",,
740,"['fault', 'covid', 'blame', 'choose', 'online', 'format', 'playing', 'given']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.3960549)]",,
741,"['professor', 'group', 'paper', 'panda', 'online', 'people', 'people', 'trash', 'trash']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.5197621)]",,
742,"['levin', 'reading', 'marxism', 'america', 'people', 'pushing', 'destructive', 'ideology', 'child', 'include', 'online', 'parent', 'edchat', 'criticalracetheory', '1619project', 'teacher', 'librarian']","[(0, 0.16610463), (1, 0.25998577), (2, 0.2494337), (3, 0.32447588)]",,
743,"['india', 'covid-19', 'crisis', 'doctor', 'recall', 'famous', 'enemy', 'people', 'describe', 'present', 'situation', 'watch', 'video', 'online']","[(0, 0.09228443), (1, 0.26284316), (2, 0.24878962), (3, 0.39608282)]",,
744,"['trap', 'month', 'apartment', 'complex', 'covid', 'isolate', 'home', 'hospital', 'today', 'online', 'distract', 'unfolding', 'around', 'things']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.39605492)]",,
745,"['difficult', 'people', 'delude', 'online', 'article', 'particular', 'people', 'child', 'covid19', 'could', 'sending']","[(0, 0.06981536), (1, 0.2170995), (2, 0.3931353), (3, 0.3199498)]",,
746,"['congratulations', 'college', 'freshman', 'endure', 'worst', 'online']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.51976216)]",,
747,"['violation', 'university', 'student', 'book', 'accommodation', 'petition', 'vutmustfall']","[(0, 0.08642897), (1, 0.030729173), (2, 0.44656464), (3, 0.43627724)]",,
748,"['tortura', 'dentro', 'presídio', 'covidão', 'comissão', 'direitos', 'humanos', 'câmara', 'senado', 'justiça', 'brasileira', 'torturaram', 'pessoa', 'dentro', 'presídio', 'ideologia', 'política', 'diferente', 'demais', 'funcionários']","[(0, 0.16493906), (1, 0.05864369), (2, 0.47477847), (3, 0.3016388)]",,
749,"['aaaaaa', 'minha', 'professora', 'inglês', 'falou', 'sentia', 'junto', 'aulas', 'online', 'mundo', 'ligou', 'câmera', 'ficou', 'bobinha', 'falou', 'tirar', 'print']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
750,"['produção', 'acadêmico', 'científica', 'professor', 'pesquisador', 'worldcat', 'online', 'computer', 'library', 'center', 'worldcat', 'maior', 'mundial', 'serviços', 'conteúdo', 'biblioteca', 'research', 'engagedlibraries']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.51976216)]",,
751,"['geology', 'course', 'canada', 'professor', 'pullion', 'teaching', 'another', 'geology', 'course', 'semester', 'fully', 'online', 'meeting', 'remember', 'need', 'exam', 'note', 'powerpoint']","[(0, 0.08643034), (1, 0.030729188), (2, 0.48675233), (3, 0.39608815)]",,
752,"['professor', 'stress', 'already', 'online']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
753,"['horror', 'banget', 'online']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.5197621)]",,
754,"['dislike', 'teacher', 'assign', 'homework', 'watch', 'french', 'episode', 'french', 'series', 'random', 'french', 'video', 'online', 'worse', 'episode', 'need', 'weird']","[(0, 0.08642826), (1, 0.030729162), (2, 0.4867831), (3, 0.3960595)]",,
755,"['avoid', 'hotel', 'check', 'ventilation', 'protocol', 'staff', 'around', 'airbnb', 'someplace', 'overnight', 'supermarket', 'farmer', 'market', 'outdoors', 'online', 'shopping', 'avoid', 'public', 'transport', 'possible']","[(0, 0.11342287), (1, 0.040327042), (2, 0.32648796), (3, 0.5197621)]",,
756,"['covid-19', 'result', 'wyoming', 'accidentally', 'post', 'online', 'cloud', 'leak', 'personal', 'medical', 'care', '......', 'technology', 'failing', 'goal', 'cloud', 'cybersecurity', 'x3fmxqibcx']","[(0, 0.08643344), (1, 0.26864034), (2, 0.24879925), (3, 0.396127)]",,
757,"['trib_al', 'covid19', 'private', 'firm', 'accused', 'monetise', 'coronavirus', 'foreign', 'travel', 'arrival', 'report', 'testing']","[(0, 0.1134295), (1, 0.04032712), (2, 0.63879496), (3, 0.20744844)]",,
758,"['daughter', 'finish', 'semester', 'tonight', 'terrible', 'covid', 'instructor', 'skilled', 'online', 'education']","[(0, 0.2620712), (1, 0.21704595), (2, 0.20095907), (3, 0.31992376)]",,
759,"['science', 'fifth', 'grade', 'teacher', '30,000-a', 'private', 'centner', 'academy', 'miami', 'ban', 'worker', 'getting', 'covid-19', '10-year', 'student', 'vaccinate', 'parent', 'minutes', 'daily', 'online']","[(0, 0.050426617), (1, 0.15681432), (2, 0.39918226), (3, 0.3935768)]",,
760,"['blame', 'online', 'learning', 'professor']","[(0, 0.08642966), (1, 0.030758446), (2, 0.4867333), (3, 0.39607856)]",,
761,"['month', 'university', 'spend', 'taking', 'online', 'class', 'enjoy', 'friend', 'please', 'covidclass']","[(0, 0.08642829), (1, 0.030729165), (2, 0.24878432), (3, 0.63405824)]",,
762,"['instead', 'focusing', 'explosive', 'covid-19', 'pandemic', 'right', 'enforcer', 'crack', 'online', 'critic', 'calling', 'incompetence', 'failure']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
763,"['school', 'campus', 'whole', 'lockdown', 'enter', 'professor', 'still', 'class', 'online', 'whole', 'thing', 'online', 'everything', 'fully', 'destroy', 'boundary', 'forever']","[(0, 0.058560703), (1, 0.020819247), (2, 0.49090964), (3, 0.42971042)]",,
764,"['image', 'publish', 'oxford', 'university', 'press', 'although', 'remain', 'book', 'already', 'contain', 'image', 'destroy', 'photo', 'still', 'circulate', 'online']","[(0, 0.08642829), (1, 0.030729165), (2, 0.24878432), (3, 0.63405824)]",,
765,"['student', 'president', 'virginia', 'commonwealth', 'university', 'history', 'violent', 'extremist', 'racist', 'online', 'post', 'millennial', '\u2066@vcufans\u2069']","[(0, 0.06981323), (1, 0.0248216), (2, 0.33832812), (3, 0.56703705)]",,
766,"['explico', 'tienen', 'relación', 'entre', 'deporte', 'escolar', 'covid', 'habido', 'habido', 'deporte', 'enteras', 'mile', 'jóvenes', 'moviéndose', 'entre', 'provincias', 'estudiar', 'miéntras', 'otros', 'hacen', 'online', 'afecta']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.39605492)]",,
767,"['teacher', 'immediate', 'intimate', 'parent', 'coming', 'collect', 'assignment', 'campus', 'online', 'updating']","[(0, 0.06981331), (1, 0.21706279), (2, 0.39320186), (3, 0.3199221)]",,
768,"['coronavirus', 'täglichen', 'neuinfektionen', 'weiter', 'zurück', 'vergleich', 'vorwoche', 'haben', 'gesundheitsämter', 'informationen', 'online', '5.000', 'ansteckungen', 'weniger', 'gemeldet', 'todesfälle', 'gestiegen']","[(0, 0.086433575), (1, 0.030729223), (2, 0.4867015), (3, 0.39613572)]",,
769,"['tweet', 'parent', 'collect', 'worksheet', 'could', 'online', 'authority', 'spreading', 'covid', 'karachi']","[(0, 0.21983218), (1, 0.18209542), (2, 0.32971928), (3, 0.26835307)]",,
770,"['university', 'nottingham', 'sport', 'football', 'community', 'sport', 'taking', 'social', 'medium', 'blackout', 'friday', 'april', '11:59pm', 'monday', 'solidarity', 'tackle', 'online', 'abuse', 'racism', 'harassment', 'noroomforracism', '//#takeastand']","[(0, 0.06981362), (1, 0.024821607), (2, 0.20095916), (3, 0.7044056)]",,
771,"['world', 'covid', 'local', 'crisis', '16:55', 'hours', 'rain', 'short', 'sleep', 'decide', 'anyway', 'meeting', 'study', 'stress', 'tax', 'online', 'since']","[(0, 0.4541346), (1, 0.024957169), (2, 0.20096359), (3, 0.3199446)]",,
772,"['student', 'apply', 'private', 'medical', 'college', 'people', 'reapply', 'online', 'private', 'medical', 'college', 'take', 'action', 'violation', 'private', 'medical', 'college', 'admission', 'process', 'repply', 'portal']","[(0, 0.08642874), (1, 0.030729169), (2, 0.44656068), (3, 0.43628138)]",,
773,"['phone', 'college', 'force', 'call', 'klobuchar', 'office', 'working', 'silence', 'censor', 'discussion', 'online', 'american', 'someone', 'potus', 'office', 'think']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
774,"['university', 'online', 'zaleel', 'physical', 'khuda', 'wasta', 'institute']","[(0, 0.08642829), (1, 0.030729165), (2, 0.24878432), (3, 0.63405824)]",,
775,"['class', 'kahit', 'covid-19', 'mamamatay', 'nakakamatay', 'online', 'class', 'radiation', 'depression', 'stress', 'anxiety', 'loads', 'pandemyang']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
776,"['llegó', 'momento', 'esperes', 'inscribirte', 'nuestro', 'programa', 'adultos', 'online', 'donde', 'aprenderás', 'inglés', 'mejores', 'teacher', 'déjanos', 'datos', 'nuestro', 'direct', 'daremos', 'información.‼️', 'thankstlc', 'colegiodeidiomas']","[(0, 0.08642826), (1, 0.030729162), (2, 0.4867831), (3, 0.3960595)]",,
777,"['covid-19', 'pandemic', 'identity', 'theft', 'skyrocket', 'report', 'theft', 'alone', 'easy', 'criminal', 'posting', 'vaccination', 'online', 'covid19', 'idtheft', 'insurancefraud']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
778,"['covid19india', 'narrative', 'event', 'leading', 'earth', 'continent', 'india', 'become', 'capitalism', 'stark', 'warning', 'possible', 'entire', 'world', 'follow', 'rally', 'online']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
779,"['teacher', 'online', 'school', 'teacher', 'teacher', 'straight', 'fucking', 'horrendous']","[(0, 0.0504249), (1, 0.017928299), (2, 0.7005744), (3, 0.23107244)]",,
780,"['também', 'alemanha', 'professores', 'online', 'dever', 'mundo', 'crime', 'global']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
781,"['racist', 'social', 'medium', 'post', 'violent', 'assault', 'asian', 'american', 'facing', 'surge', 'social', 'medium', 'platform', 'covid-19', 'disinformation', 'racism', 'online', 'facebook', 'twitter', 'youtube', 'spread', 'asian']","[(0, 0.06981759), (1, 0.024821648), (2, 0.20097075), (3, 0.70439)]",,
782,"['covid-19', 'fatigue', 'headache', 'chest', 'persist', 'survivor', 'discharge', 'expert', 'tribune', 'online']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
783,"['business', 'suffer', 'covid-19', 'retail', 'industry', 'affect', 'global', 'pandemic', 'covid19', 'pandemic', 'retail', 'ecommerce', 'digitaltransformation', 'customerfeedback', 'userfeedback']","[(0, 0.16493906), (1, 0.05864369), (2, 0.47477847), (3, 0.3016388)]",,
784,"['clothes', 'close', 'covid', 'online', 'scare', 'warp', 'perception', 'waste', 'money']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.39605492)]",,
785,"['worry', 'parent', 'evening', 'tonight', 'drop', 'grade', 'since', 'covid', 'school', 'online', 'teaching', 'lockdown', 'really', 'worry', 'forget', 'things', 'normal']","[(0, 0.16625752), (1, 0.13775055), (2, 0.49304807), (3, 0.2029439)]",,
786,"['student', 'corona', 'study', 'laptop', 'online', 'class', 'father', 'around', 'rupee', 'buisness', 'savings', 'mother', 'scool', 'teacher']","[(0, 0.06981302), (1, 0.024821596), (2, 0.566385), (3, 0.33898044)]",,
787,"['happy', 'woman', 'supposedly', 'doctor', 'numb', 'wonder', 'degree', 'obtain', 'buck', 'online', 'university', 'southern', 'california', 'government', 'take', 'incompetence', 'resign']","[(0, 0.08642829), (1, 0.030729165), (2, 0.24878432), (3, 0.63405824)]",,
788,"['understand', 'cousin', 'facing', 'problem', 'first', 'online', 'college', 'think', 'first', 'would', 'online']","[(0, 0.08642814), (1, 0.030729162), (2, 0.24878353), (3, 0.6340592)]",,
789,"['college', 'learn', 'anything', 'since', 'online', 'fucking', 'three', 'online', 'class']","[(0, 0.08642814), (1, 0.030729162), (2, 0.24878353), (3, 0.6340592)]",,
790,"['coronavirus', 'pandemic', 'asian', 'american', 'endure', 'challenge', 'increase', 'racism', 'violent', 'attack', 'verbal', 'harassment', 'civil', 'right', 'violation', 'online', 'bullying']","[(0, 0.0864336), (1, 0.030729225), (2, 0.4867014), (3, 0.39613578)]",,
791,"['professor', 'assigning', 'group', 'project', 'telling', 'everyone', 'choose', 'group', 'member', 'online', 'semester', 'everyone', 'camera', 'turn', 'anyone', 'class']","[(0, 0.069813885), (1, 0.024821606), (2, 0.20096028), (3, 0.7044042)]",,
792,"['teacher', 'nowadays', 'think', 'giving', 'punishment', 'plssssssss', 'blessing', 'everything', 'online', 'attending', 'webex', 'meeting', 'school', 'finna', 'suspend']","[(0, 0.06981296), (1, 0.024821596), (2, 0.58544487), (3, 0.31992057)]",,
793,"['global', 'educational', 'crisis', 'covid', '25%childrens', 'online', 'education']","[(0, 0.24216051), (1, 0.32095096), (2, 0.16855526), (3, 0.26833326)]",,
794,"['professor', 'pandemic', 'online', 'grading', 'difficult', 'student', 'university', 'college', 'waste', 'money']","[(0, 0.06981324), (1, 0.024821602), (2, 0.33831748), (3, 0.5670477)]",,
795,"['doctor', 'online', 'scheduling', 'covid', 'vaccine', 'testosterone', 'shot', 'despite', 'try', 'schedule', 'advance', 'specific', 'around', 'guarantee', 'available', 'cause']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.39605492)]",,
796,"['cardiff', 'university', 'football', 'accompany', 'girl', 'walking', 'alone', 'photo', 'circulate', 'online', 'encourage', 'student', 'sexually', 'assault', 'young', 'woman', 'national']","[(0, 0.06981323), (1, 0.0248216), (2, 0.33830386), (3, 0.5670613)]",,
797,"['messy', 'professor', 'messy', 'still', 'semester', 'stakes', 'assignment', 'question', 'lecture', 'video', 'answer', 'online', 'write', 'paragraph', 'answer']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
798,"['emergency', 'course', 'effectively', 'teach', 'online', 'pertinent', 'accord', 'situation', 'covid-19', 'crisis', 'pakistan', 'around']","[(0, 0.092281714), (1, 0.26284584), (2, 0.24878962), (3, 0.39608282)]",,
799,"['online', 'dating', 'throughout', 'covid', 'terrify', 'weird', 'vibes', 'place', 'reject', 'straight', 'ghost', 'pushy', 'creepy']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.39605492)]",,
800,"['online', 'college', 'causing', 'stress']","[(0, 0.11342288), (1, 0.040327046), (2, 0.326488), (3, 0.5197621)]",,
801,"['teacher', 'would', 'business', 'found', 'student', 'cheating', 'online', 'school']","[(0, 0.058555935), (1, 0.020819187), (2, 0.64089525), (3, 0.27972963)]",,
802,"['vaccine', 'process', 'difficult', 'try', 'reschedule', 'reaching', 'anyone', 'covid', 'hotline', 'unable', 'reschedule', 'online', 'local', 'pharmacy', 'waiting']","[(0, 0.32443187), (1, 0.030729162), (2, 0.24878407), (3, 0.39605492)]",,
803,"['teacher', 'fucking', 'stupid', 'start', 'online', 'school', 'write', 'email', 'school', 'exercise', 'bitch', 'understand', 'purpose', 'online', 'schooling']","[(0, 0.050425034), (1, 0.0179283), (2, 0.56171185), (3, 0.36993477)]",,
