,response,distributions,probable_topic,topic_probability
1199,"['microsoft', 'help', 'teacher', 'efficiently', 'grade', 'student', 'assignment', 'team', 'build', 'rubric', 'better', 'team', 'school']","[(1, 0.022627074), (2, 0.86339766), (4, 0.030347599), (5, 0.011928083), (6, 0.024611006), (7, 0.01493227), (8, 0.020480815)]",,
1200,"['really', 'excite', 'starting', 'april', 'partner', 'common', 'sense', 'medium', 'offering', 'sessions', 'parent', 'focusing', 'digital', 'parent', 'digital', 'citizenship', 'connect', 'teacher', 'microsoft', 'team', 'remote', 'learning']","[(1, 0.017649505), (2, 0.56324875), (3, 0.22465912), (4, 0.023672903), (6, 0.01919701), (7, 0.0116474265), (8, 0.12618972)]",,
1201,"['TWITTER_HANDLE', 'teacher', 'microsoft', 'team', 'file', 'upload', 'stays', 'online', 'assist']","[(1, 0.020045694), (2, 0.75648), (4, 0.026597098), (5, 0.010453954), (6, 0.02156946), (7, 0.13667151), (8, 0.017949698)]",,
1202,"['TWITTER_HANDLE', 'using', 'team', 'microsoft', 'learner', 'timetable', 'times', 'teacher', 'hiccup', 'today', 'seem', 'great', 'programme']","[(1, 0.020047529), (2, 0.7564749), (4, 0.0265971), (5, 0.01045423), (6, 0.14515704), (7, 0.01308687), (8, 0.0179497)]",,
1203,"['TWITTER_HANDLE', 'teacher', 'provide', 'feedback', 'student', 'microsoftedu']","[(1, 0.026854059), (2, 0.67495286), (4, 0.20083694), (5, 0.013886198), (6, 0.02865116), (7, 0.017383553), (8, 0.023843098)]",,
1204,"['welcome', 'everyone', 'fantastic', 'easter', 'break', 'continue', 'upload', 'microsoft', 'team', 'touch', 'teacher', 'problem', 'aiminghigh']","[(1, 0.022627076), (2, 0.72238445), (4, 0.030349223), (5, 0.011928084), (6, 0.02461101), (7, 0.1559438), (8, 0.02048087)]",,
1205,"['try', 'figure', 'still', 'teacher', 'microsoft', 'team', 'school', 'leave', 'alone']","[(1, 0.026341537), (2, 0.84097105), (4, 0.035331346), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1206,"['range', 'resource', 'online', 'supplement', 'outstanding', 'lesson', 'activity', 'teacher', 'provide', 'microsoft', 'team', 'prioryschoolfamily']","[(1, 0.026341537), (2, 0.84097105), (4, 0.035331354), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1207,"['TWITTER_HANDLE', 'untung', 'gapak', 'pakenya', 'microsoft', 'team']","[(1, 0.026661338), (2, 0.84066224), (4, 0.03532074), (5, 0.013886198), (6, 0.028651137), (7, 0.017383553), (8, 0.023842666)]",,
1208,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'teacher', 'student', 'completely', 'online', 'month', 'microsoft', 'meeting', 'hundred', 'participant', 'glitch', 'happen', 'learning', 'curve', 'doable']","[(1, 0.24297233), (2, 0.5579063), (4, 0.02367297), (6, 0.01919701), (7, 0.0116474265), (8, 0.12619278)]",,
1209,"['#quicktip', 'overview', 'access', 'microsoft', 'team', 'communicate', 'teacher', 'resource', 'visit']","[(1, 0.026341537), (2, 0.84097105), (4, 0.03533135), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1210,"['teacher', 'decide', 'switch', 'email', 'using', 'microsoft', 'team', 'another', 'online', 'learning', 'leavingcert', 'suppose', 'TWITTER_HANDLE', 'cancelthelc', 'leavingcert2020', 'predictedgrades']","[(1, 0.017841117), (2, 0.67308664), (4, 0.023671638), (6, 0.129191), (7, 0.0116474265), (8, 0.12615074)]",,
1211,"['secondary', 'science', 'teacher', 'hangout', 'today', 'microsoft', 'team', 'truly', 'chance', 'teamsisd', 'sciencethings', 'droppinscience']","[(0, 0.14669275), (1, 0.022627076), (2, 0.7223844), (4, 0.03034922), (5, 0.011928084), (6, 0.02461101), (7, 0.014932271), (8, 0.020480866)]",,
1212,"['reveal', 'earlier', 'TWITTER_HANDLE', 'staff', 'newsletter', 'wellbeing', 'microsoft', 'team', 'space', 'everyone', 'together', 'connect', 'share', 'wellbeing', 'resource', 'weareayrshire']","[(0, 0.1466927), (1, 0.02290435), (2, 0.7221166), (4, 0.030340103), (5, 0.011928083), (6, 0.024610994), (7, 0.01493227), (8, 0.020480573)]",,
1213,"['TWITTER_HANDLE', 'disgust', 'sorry', 'signal', 'desktop', 'decent', 'option', 'school', 'teacher', 'student', 'nothing', 'beats', 'microsoft', 'team']","[(1, 0.022876097), (2, 0.8631487), (4, 0.030347599), (5, 0.011928084), (6, 0.024611007), (7, 0.014932271), (8, 0.020480815)]",,
1214,"['morning', '......', 'thrill', 'school', 'enjoy', 'using', 'microsoft', 'team', 'seeing', 'teacher', 'building', 'robot', 'excellence', 'resilience', 'creativity', 'keepupthegoodwork']","[(1, 0.022627076), (2, 0.7223801), (4, 0.030349206), (5, 0.01192842), (6, 0.1656266), (7, 0.014932271), (8, 0.020480866)]",,
1215,"['drama', 'microsoft', 'team', 'finally', 'cooperate', 'resource', 'complete', 'pupil', 'email', 'teacher', 'question', 'worry', 'complete', 'forget', 'support', 'whatever', 'touch']","[(1, 0.026341537), (2, 0.84097105), (4, 0.035331346), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1216,"['bitch', 'disappoint', 'times', 'anyways', 'microsoft', 'team', 'interact', 'teacher', 'turn', 'team', 'notify', 'takinf', 'place', 'issue']","[(1, 0.022627074), (2, 0.86339766), (4, 0.030347606), (5, 0.011928083), (6, 0.024611006), (7, 0.01493227), (8, 0.020480815)]",,
1217,"['frustrate', 'teacher', 'microsoft', 'team', 'compare', 'daughter', 'teacher', 'dedicate', 'manage', 'schooling', 'spend', 'daughter']","[(1, 0.022627078), (2, 0.86338985), (4, 0.030355193), (5, 0.011928085), (6, 0.02461102), (7, 0.014932272), (8, 0.020481057)]",,
1218,"['TWITTER_HANDLE', 'mostly', 'microsoft', 'team', 'waiting', 'university', 'user', 'still', 'tasteless', 'hacker', 'church', 'service', 'service', 'terrible']","[(1, 0.026660336), (2, 0.84066325), (4, 0.03532074), (5, 0.013886198), (6, 0.028651137), (7, 0.017383553), (8, 0.023842666)]",,
1219,"['update', 'recovery', 'college', 'moment', 'using', 'video', 'conferencing', 'microsoft', 'team', 'order', 'connect', 'colleague', 'student']","[(1, 0.02262707), (2, 0.5813823), (4, 0.030340105), (5, 0.0119282175), (6, 0.30663404), (7, 0.014932271), (8, 0.020480575)]",,
1220,"['great', 'celebrate', 'vitalworkers', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'instrumental', 'TWITTER_HANDLE', 'recent', 'week', 'holly', 'helping', 'rollout', 'microsoft', 'team']","[(1, 0.27286792), (2, 0.6272492), (4, 0.02659053), (5, 0.010453954), (6, 0.02156945), (7, 0.013086869), (8, 0.017949486)]",,
1221,"['amaze', 'story', 'impact', 'edtech', 'enable', 'first', 'remote', 'learning', 'first', 'student', 'queen', 'university', 'defend', 'dissertation', 'remotely', 'power', 'microsoftteams']","[(1, 0.031515043), (2, 0.41694817), (4, 0.23865904), (5, 0.016613467), (6, 0.03427826), (7, 0.020797705), (8, 0.22492668)]",,
1222,"['youtube', 'microsoft', 'team', 'teacher', 'start', 'marking', 'period', 'believe', 'already', 'miss', 'anything', 'wisely', 'wearelancers']","[(1, 0.022627076), (2, 0.72238445), (4, 0.03034923), (5, 0.011928084), (6, 0.02461101), (7, 0.1559438), (8, 0.020480866)]",,
1223,"['whole', 'using', 'microsoft', 'team', 'college', 'stuff', 'working', 'messaging', 'teacher', 'illiterate', 'friend', 'guess', 'tryna']","[(1, 0.022627076), (2, 0.7223801), (4, 0.030349206), (5, 0.011928407), (6, 0.16562662), (7, 0.014932271), (8, 0.020480866)]",,
1224,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'please', 'could', 'access', 'microsoft', 'team', 'today', 'schedule', 'class', 'receive', 'update', 'contact', 'details', 'saturday', 'please', 'really', 'worry', 'miss']","[(1, 0.43986788), (2, 0.41058937), (4, 0.01779418), (6, 0.014434111), (7, 0.09145955), (8, 0.012011659)]",,
1225,"['TWITTER_HANDLE', 'beginning', 'microsoft', 'team', 'university', 'beginning', 'support', 'seem', 'within', 'institution', 'group', 'blackboard', 'collaborate', 'class', 'group', 'although', 'either', 'extend']","[(1, 0.022900572), (2, 0.7221203), (4, 0.030340103), (5, 0.011928083), (6, 0.024610994), (7, 0.15594387), (8, 0.020480573)]",,
1226,"['sister', 'school', 'TWITTER_HANDLE', 'create', 'brilliant', 'video', 'demonstrate', 'upload', 'schoolwork', 'teacher', 'using', 'microsoft', 'team', 'mobile', 'phone', 'click', 'watch']","[(1, 0.014624432), (2, 0.55186224), (4, 0.019403262), (6, 0.28621885), (7, 0.099705055), (8, 0.013094763)]",,
1227,"['inaugural', 'easter', 'virtual', 'wellbeingwalk', 'screening', 'channel', 'TWITTER_HANDLE', 'microsoft', 'team', 'today', 'first', 'could', 'amaze', 'college', 'garden', 'takeabreak']","[(1, 0.026660794), (2, 0.8406628), (4, 0.03532074), (5, 0.013886198), (6, 0.028651137), (7, 0.017383553), (8, 0.023842666)]",,
1228,"['workshop', 'gravar', 'editar', 'áudios', 'acontecerá', 'nessa', 'quinta', 'feira', 'através', 'microsoft', 'team', 'professor', 'everton', 'darolt', 'mostrará', 'técnicas', 'dicas', 'gravar', 'editar', 'otimizar', 'áudios', 'inscrições']","[(1, 0.031515047), (2, 0.80975074), (4, 0.042257782), (5, 0.016613467), (6, 0.03427826), (7, 0.020797707), (8, 0.028525399)]",,
1229,"['looking', 'remote', 'teaching', 'advice', 'cover', 'friend', 'TWITTER_HANDLE', 'give', 'quick', 'introduction', 'setting', 'TWITTER_HANDLE', 'student', 'study', 'together', 'remotely', 'learn', 'teaching', 'teacher', 'microsoftteams']","[(1, 0.16856018), (2, 0.48292398), (4, 0.15130135), (5, 0.010453955), (6, 0.02156947), (7, 0.01308687), (8, 0.14187166)]",,
1230,"['TWITTER_HANDLE', 'morning', 'follow', 'schedule', 'teacher', 'online', 'microsoft', 'team', 'confuse']","[(1, 0.02287295), (2, 0.86315185), (4, 0.0303476), (5, 0.011928085), (6, 0.02461101), (7, 0.014932272), (8, 0.020480817)]",,
1231,"['question', 'client', 'supplier', 'teacher', 'invite', 'microsoftteams', 'meeting', 'test', 'lesson', 'assume', 'works', 'meeting', 'microsoft365', 'office365']","[(1, 0.031515054), (2, 0.6110165), (4, 0.24099125), (5, 0.016613467), (6, 0.034278292), (7, 0.020797705), (8, 0.028526107)]",,
1232,"['question', 'client', 'supplier', 'teacher', 'invite', 'microsoftteams', 'meeting', 'test', 'lesson', 'assume', 'works', 'meeting', 'microsoft365', 'office365']","[(1, 0.03151505), (2, 0.6110142), (4, 0.24099351), (5, 0.016613465), (6, 0.03427829), (7, 0.020797703), (8, 0.028526105)]",,
1233,"['TWITTER_HANDLE', 'office365', 'package', 'subscribe', 'microsoft', 'team', 'license', 'given', 'current', 'situation', 'think', 'would', 'really', 'collaboration', 'researcher', 'student', 'professor']","[(1, 0.026661942), (2, 0.84066164), (4, 0.035320736), (5, 0.0138861975), (6, 0.028651135), (7, 0.017383551), (8, 0.023842664)]",,
1234,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'TWITTER_HANDLE', 'working', 'behind', 'scene', 'opening', 'microsoftstream', 'getting', 'absolutely', 'caption', 'create', 'alongside', 'video', 'caption', 'need']","[(1, 0.47319475), (2, 0.24853334), (4, 0.021320704), (6, 0.21547899), (7, 0.010493257), (8, 0.01439218)]",,
1235,"['jesus', 'trust', 'divinemercysunday', 'divinemercy', 'togetherinheart', 'religionteacher', 'digitallearning', 'microsoftteams']","[(1, 0.026341531), (2, 0.34850198), (3, 0.36432597), (4, 0.17045304), (5, 0.013886198), (6, 0.028651137), (7, 0.017383669), (8, 0.023842666)]",,
1236,"['great', 'milton', 'keynes', 'college', 'personal', 'training', 'academy', 'track', 'uncertain', 'times', 'weekly', 'sessions', 'microsoft', 'team', 'continue', 'development', 'industry', 'onlinelearning']","[(1, 0.031515047), (2, 0.80975074), (4, 0.042257782), (5, 0.016613467), (6, 0.03427826), (7, 0.020797707), (8, 0.028525399)]",,
1237,"['spring', 'break', 'officially', 'ready', 'another', 'elearning', 'check', 'microsoft', 'team', 'page', 'update', 'teacher', 'chance', 'instagram', 'TWITTER_HANDLE', 'andrews', 'bingo']","[(1, 0.02004014), (2, 0.7564855), (4, 0.026597098), (5, 0.13403864), (6, 0.021569464), (7, 0.01308687), (8, 0.0179497)]",,
1238,"['drama', 'assignment', 'upload', 'microsoft', 'team', 'question', 'please', 'contact', 'drama', 'teacher', 'thankyou', 'staff', 'drama', 'department', 'create', 'resource']","[(1, 0.019830715), (2, 0.63310504), (4, 0.026598519), (5, 0.010453955), (6, 0.14515807), (7, 0.13667145), (8, 0.017949747)]",,
1239,"['apparently', 'microsoft', 'team', 'teacher', 'leaf', 'vibing']","[(1, 0.026341537), (2, 0.84097105), (4, 0.03533135), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1240,"['morning', 'panther', 'today', 'clever', 'platform', 'check', 'microsoft', 'team', 'teacher', 'classmate', 'waiting']","[(1, 0.022627076), (2, 0.7223844), (4, 0.03034922), (5, 0.15293966), (6, 0.02461101), (7, 0.014932271), (8, 0.020480866)]",,
1241,"['submit', 'student', 'microsoft', 'team', 'genuinely', 'love', 'useful', 'TWITTER_HANDLE', 'teamenglish', 'teacher', 'backtoschool']","[(1, 0.022870053), (2, 0.8631547), (4, 0.030347597), (5, 0.011928084), (6, 0.024611007), (7, 0.014932271), (8, 0.020480815)]",,
1242,"['first', 'video', 'online', 'class', 'teacher', 'getting', 'teach', 'microsoft', 'team', 'student', 'actually', 'teach']","[(1, 0.019830715), (2, 0.6331049), (4, 0.02659853), (5, 0.010453955), (6, 0.14515798), (7, 0.13667159), (8, 0.017949745)]",,
1243,"['teacher', 'working', 'online', 'though', 'microsoft', 'team', 'provide', 'option', 'print', 'packet', 'still', 'device', 'school', 'contact', 'school', 'daily', 'request']","[(1, 0.026341537), (2, 0.84097105), (4, 0.035331346), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1244,"['teacher', 'microsoft', 'team', 'remote', 'learning', 'TWITTER_HANDLE', 'microsoft365']","[(1, 0.02004037), (2, 0.7562787), (4, 0.026597088), (5, 0.010453955), (6, 0.021569464), (7, 0.01308687), (8, 0.14174101)]",,
1245,"['teacher', 'microsoft', 'team', 'remote', 'learning', 'TWITTER_HANDLE', 'microsoft365']","[(1, 0.020048337), (2, 0.7562707), (4, 0.02659709), (5, 0.010453955), (6, 0.021569464), (7, 0.01308687), (8, 0.14174102)]",,
1246,"['welcome', 'everyone', 'teacher', 'provide', 'microsoft', 'team', 'problem', 'remembering', 'password', 'email', 'gw09porteousgillian@glow.sch.uk', 'thank']","[(1, 0.026341537), (2, 0.84097105), (4, 0.03533135), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1247,"['parent', 'receive', 'password', 'child', 'coleridge', 'microsoft', 'team', 'hope', 'question', 'query', 'teacher', 'please', 'download']","[(1, 0.026341537), (2, 0.84097105), (4, 0.035331346), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1248,"['morning', 'panther', 'today', 'cleaver', 'platform', 'check', 'microsoft', 'team', 'teacher', 'classmate', 'waiting']","[(1, 0.022627074), (2, 0.72238445), (4, 0.03034922), (5, 0.15293966), (6, 0.024611007), (7, 0.01493227), (8, 0.020480866)]",,
1249,"['acordado', 'preto', 'acordou', 'professor', 'microsoft', 'team']","[(1, 0.031515047), (2, 0.80975074), (4, 0.042257782), (5, 0.016613467), (6, 0.03427826), (7, 0.020797707), (8, 0.028525399)]",,
1250,"['important', 'people', 'connect', 'teacher', 'student', 'stays', 'connect', 'friend', 'microsoftteams', 'nothingcanstopateam']","[(1, 0.031515054), (2, 0.61101466), (4, 0.24099314), (5, 0.016613467), (6, 0.034278292), (7, 0.020797705), (8, 0.028526107)]",,
1251,"['TWITTER_HANDLE', 'microsoft', 'googlemee', 'gapake']","[(1, 0.032029077), (2, 0.8092367), (4, 0.04225778), (5, 0.016613467), (6, 0.03427826), (7, 0.020797705), (8, 0.028525395)]",,
1252,"['mummy', 'school', 'reopen', 'going', 'annoying', 'notification', 'microsoft', 'team', 'every', 'teacher', 'upload', 'notification', 'whatsapp', 'group', 'complain', 'microsoft', 'team']","[(1, 0.017649505), (2, 0.7834574), (4, 0.023670768), (6, 0.019197006), (7, 0.12163882), (8, 0.015975358)]",,
1253,"['mummy', 'school', 'reopen', 'going', 'annoying', 'notification', 'microsoft', 'team', 'every', 'teacher', 'upload', 'notification', 'whatsapp', 'group', 'complain', 'microsoft', 'team']","[(1, 0.017649505), (2, 0.7834574), (4, 0.023670767), (6, 0.019197006), (7, 0.12163882), (8, 0.015975358)]",,
1254,"['important', 'understand', 'difference', 'synchronous', 'asynchronous', 'learning', 'learning', 'teaching', 'teacher', 'remotelearning', 'microsoftteams', 'synchronous', 'asynchronous']","[(1, 0.02262708), (2, 0.4375092), (4, 0.17301875), (5, 0.011928084), (6, 0.02461102), (7, 0.014932271), (8, 0.30369812)]",,
1255,"['teacher', 'microsoft', 'team', 'using', 'form', 'student', 'upload', 'doubles', 'triple', 'workload', 'teacher', 'onenote', 'classnotebook', 'halve', 'manage', 'giving', 'feedback', 'using', 'file', 'inefficient']","[(1, 0.01590058), (2, 0.60671264), (4, 0.02133124), (6, 0.21549082), (7, 0.109585166), (8, 0.01439252)]",,
1256,"['teacher', 'microsoftteams', 'remotelearning', 'TWITTER_HANDLE', 'TWITTER_HANDLE']","[(1, 0.19224006), (2, 0.55149317), (4, 0.17263895), (5, 0.011928083), (6, 0.024611013), (7, 0.01493227), (8, 0.020480966)]",,
1257,"['recognise', 'teaching', 'teacher', 'remotelearning', 'remoteteaching', 'seesaw', 'microsoftteams', 'googleclassroom']","[(1, 0.02634154), (2, 0.5108655), (3, 0.18172142), (4, 0.19069356), (5, 0.013886198), (6, 0.028651167), (7, 0.017383553), (8, 0.02384326)]",,
1258,"['microsoft', 'team', 'everyone', 'quick', 'reminder', 'team', 'every', 'morning', 'teacher', 'morning', 'essentially', 'register', 'would']","[(1, 0.022627076), (2, 0.86339766), (4, 0.030347604), (5, 0.011928084), (6, 0.024611007), (7, 0.014932271), (8, 0.020480815)]",,
1259,"['class', 'welcome', 'enjoy', 'easter', 'break', 'please', 'microsoft', 'team', 'instructions', 'working', 'touch', 'teacher', 'question']","[(1, 0.022627076), (2, 0.7223844), (4, 0.03034922), (5, 0.011928084), (6, 0.02461101), (7, 0.15594386), (8, 0.020480866)]",,
1260,"['fantastico', 'professori', 'generale', 'riescano', 'capire', 'funzioni', 'microsoftteams']","[(1, 0.039217386), (2, 0.5188512), (3, 0.010389362), (4, 0.2969878), (5, 0.020673834), (6, 0.042655937), (7, 0.02588071), (8, 0.035497066)]",,
1261,"['sister', 'school', 'TWITTER_HANDLE', 'create', 'excellent', 'video', 'demonstrate', 'upload', 'schoolwork', 'teacher', 'using', 'microsoft', 'team', 'mobile', 'phone', 'click', 'watch']","[(1, 0.014625371), (2, 0.5518613), (4, 0.019403262), (6, 0.28621885), (7, 0.099705055), (8, 0.013094763)]",,
1262,"['either', 'microsoft', 'team', 'really', 'confuse', 'teacher', 'really', 'confuse']","[(1, 0.026341537), (2, 0.84097105), (4, 0.035331354), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1263,"['morning', 'everyone', 'manage', 'break', 'easter', 'material', 'available', 'microsoft', 'team', 'summer', 'instructions', 'individual', 'teacher', 'always']","[(1, 0.026341537), (2, 0.84097105), (4, 0.035331354), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1264,"['microsoft', 'team', 'teacher', 'remote', 'learning']","[(1, 0.022627074), (2, 0.72209805), (4, 0.030349206), (5, 0.011928083), (6, 0.024611007), (7, 0.01493227), (8, 0.16177884)]",,
1265,"['welcome', 'annemarie', 'science', 'teacher', 'delight', 'virtual', 'classroom', 'microsoftteams']","[(0, 0.1707738), (1, 0.02634154), (2, 0.5107117), (4, 0.20143041), (5, 0.013886198), (6, 0.028651167), (7, 0.017383553), (8, 0.02384326)]",,
1266,"['TWITTER_HANDLE', 'task', 'daily', 'please', 'physics', 'teacher', 'teacher', 'using', 'microsoft', 'team', 'easter', 'holiday', 'virtual', 'lesson', 'chemistry', 'department', 'parent', 'still', 'working', 'thank']","[(1, 0.017794961), (2, 0.78330195), (4, 0.02367573), (6, 0.12919296), (7, 0.0116474265), (8, 0.015975518)]",,
1267,"['relax', 'easter', 'break', 'looking', 'forward', 'getting', 'virtual', 'learning', 'staff', 'different', 'task', 'activity', 'microsoft', 'team', 'check', 'submit', 'answer', 'relevant', 'teacher']","[(1, 0.019830713), (2, 0.63285774), (4, 0.026598513), (5, 0.13403863), (6, 0.021569462), (7, 0.013086869), (8, 0.14178544)]",,
1268,"['firstly', 'teacher', 'setting', 'communicating', 'class', 'microsoft', 'team', 'struggle', 'connect', 'necessary', 'access', 'please', 'contact', 'progress', 'leader', 'contact', 'details']","[(1, 0.022627076), (2, 0.7223844), (4, 0.030349227), (5, 0.011928084), (6, 0.02461101), (7, 0.15594386), (8, 0.020480866)]",,
1269,"['calling', 'historian', 'please', 'check', 'email', 'microsoft', 'team', 'class', 'important', 'message', 'class', 'teacher', 'conflict', 'tension', 'world', 'assignment', 'touch', 'email', 'question']","[(1, 0.017649505), (2, 0.5634722), (4, 0.023672918), (5, 0.11929549), (6, 0.01919701), (7, 0.2316304), (8, 0.015975427)]",,
1270,"['TWITTER_HANDLE', 'microsoft', 'team']","[(1, 0.026657578), (2, 0.84066606), (4, 0.035320736), (5, 0.0138861975), (6, 0.028651135), (7, 0.017383551), (8, 0.023842664)]",,
1271,"['welcome', 'restful', 'holiday', 'online', 'learning', 'continue', 'microsoft', 'team', 'please', 'connection', 'going', 'teacher', 'looking', 'forward', 'seeing', 'hearing']","[(1, 0.022627076), (2, 0.72209805), (4, 0.030349204), (5, 0.011928084), (6, 0.02461101), (7, 0.014932271), (8, 0.16177882)]",,
1272,"['morning', 'everyone', 'social', 'subject', 'fantastic', 'easter', 'break', 'continue', 'upload', 'microsoft', 'team', 'touch', 'teacher', 'question', 'everyone', 'stayathome']","[(1, 0.022627076), (2, 0.72238445), (4, 0.030349221), (5, 0.011928084), (6, 0.02461101), (7, 0.1559438), (8, 0.020480866)]",,
1273,"['welcome', 'scientist', 'please', 'check', 'homework', 'microsoft', 'team', 'learning', 'activity', 'support', 'contact', 'teacher', 'platform', 'happyremotelearning']","[(1, 0.019830713), (2, 0.63285774), (4, 0.026598517), (5, 0.13403863), (6, 0.021569462), (7, 0.013086869), (8, 0.14178544)]",,
1274,"['welcome', 'online', 'humanities', 'class', 'resource', 'post', 'microsoft', 'team', 'usual', 'contact', 'teacher', 'welcomeback', 'onlineschool']","[(1, 0.022627076), (2, 0.7223844), (4, 0.03034922), (5, 0.011928084), (6, 0.02461101), (7, 0.15594389), (8, 0.020480866)]",,
1275,"['TWITTER_HANDLE', 'google', 'login', 'otomatis', 'soalnya', 'email', 'biasa', 'microsoft', 'team', 'berbayar', 'email', 'kampus']","[(1, 0.026663432), (2, 0.84066015), (4, 0.03532074), (5, 0.013886198), (6, 0.028651137), (7, 0.017383553), (8, 0.023842666)]",,
1276,"['welcome', 'student', 'working', 'please', 'ensure', 'check', 'microsoft', 'team', 'today', 'teacher', 'athomelearning']","[(1, 0.022627076), (2, 0.7223844), (4, 0.030349225), (5, 0.15293966), (6, 0.02461101), (7, 0.014932271), (8, 0.020480866)]",,
1277,"['welcome', 'remotelearning', 'folks', 'remember', 'lesson', 'post', 'microsoft', 'team', 'email', 'message', 'issue', 'logging', 'please', 'contact', 'lecturer', 'TWITTER_HANDLE', 'TWITTER_HANDLE']","[(1, 0.02309072), (2, 0.8629418), (4, 0.030340105), (5, 0.011928084), (6, 0.024610994), (7, 0.014932271), (8, 0.020480575)]",,
1278,"['TWITTER_HANDLE', 'untung', 'gpernah', 'pakenya', 'microsoft', 'team']","[(1, 0.02666266), (2, 0.8406609), (4, 0.03532074), (5, 0.013886198), (6, 0.028651137), (7, 0.017383553), (8, 0.023842666)]",,
1279,"['first', 'easter', 'holiday', 'amaze', 'break', 'morning', 'microsoft', 'team', 'update', 'geography', 'teacher', 'stayhomesavelives', 'keepgeoggingon']","[(1, 0.026341537), (2, 0.84097105), (4, 0.035331342), (5, 0.013886198), (6, 0.028651154), (7, 0.017383553), (8, 0.023843005)]",,
1280,"['TWITTER_HANDLE', 'TWITTER_HANDLE', 'organisation', 'guest', 'access', 'university', 'glasgow', 'microsoft', 'team']","[(1, 0.023100682), (2, 0.86293185), (4, 0.030340107), (5, 0.011928085), (6, 0.024610996), (7, 0.014932272), (8, 0.020480575)]",,
1281,"['advice', 'university', 'protection', 'office', 'remote', 'working', 'please', 'article', 'links', 'advice', 'bristol', 'approve', 'technology', 'platform', 'microsoft', 'team']","[(1, 0.031515047), (2, 0.80975074), (4, 0.042257782), (5, 0.016613467), (6, 0.03427826), (7, 0.020797707), (8, 0.028525399)]",,
1282,"['morning', 'welcome', 'rest', 'ready', 'learn', 'assignment', 'group', 'microsoft', 'team', 'please', 'check', 'complete', 'accordingly', 'email', 'history', 'teacher']","[(1, 0.019830715), (2, 0.6328578), (4, 0.026598515), (5, 0.13403864), (6, 0.021569466), (7, 0.01308687), (8, 0.14178543)]",,
1283,"['looking', 'forward', 'seeing', 'student', 'online', 'classroom', 'today', 'please', 'microsoft', 'team', 'office', 'check', 'teacher', 'completion']","[(1, 0.022627076), (2, 0.7223844), (4, 0.03034923), (5, 0.15293965), (6, 0.02461101), (7, 0.014932271), (8, 0.020480866)]",,
1284,"['break', 'keeping', 'would', 'remind', 'everyone', 'teacher', 'upload', 'communicating', 'class', 'microsoft', 'team', 'remember', 'undertaking', 'task', 'remotelearning', 'stayhome']","[(1, 0.019830715), (2, 0.63310874), (4, 0.026598526), (5, 0.010453955), (6, 0.021569466), (7, 0.2602563), (8, 0.017949745)]",,
1285,"['welcome', 'break', 'keeping', 'please', 'access', 'microsoft', 'team', 'check', 'task', 'teacher', 'issue', 'welcomeback', 'homeschooling', 'science']","[(0, 0.12856375), (1, 0.019830715), (2, 0.63310874), (4, 0.026598532), (5, 0.13403864), (6, 0.021569466), (7, 0.01308687), (8, 0.017949745)]",,
1286,"['university', 'microsoft', 'team']","[(1, 0.031515047), (2, 0.80975074), (4, 0.042257782), (5, 0.016613467), (6, 0.03427826), (7, 0.020797707), (8, 0.028525399)]",,
1287,"['morning', 'student', 'stay', 'maths', 'microsoft', 'team', 'today', 'lesson', 'assistance', 'please', 'contact', 'teacher', 'tweet', 'distancelearning', 'TWITTER_HANDLE']","[(1, 0.022871664), (2, 0.8631531), (4, 0.030347597), (5, 0.011928084), (6, 0.024611007), (7, 0.014932271), (8, 0.020480815)]",,
1288,"['teacher', 'microsoft', 'team', 'remote', 'learning', 'TWITTER_HANDLE']","[(1, 0.020045122), (2, 0.7562739), (4, 0.026597088), (5, 0.010453954), (6, 0.02156946), (7, 0.013086869), (8, 0.14174101)]",,
